regNumber,title,img,labels
21472069,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/21472069_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x476 at 0x7F7D1EBE5600>,3
23849798,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/23849798_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x188 at 0x7F7D1EBE5210>,-1
19469099,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/19469099_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x185 at 0x7F7D1EBE57B0>,-1
26157177,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/26157177_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x1024 at 0x7F7D1EBE56C0>,13
26157038,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/26157038_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=742x1024 at 0x7F7D1EBE45E0>,13
26157061,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/26157061_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x1024 at 0x7F7D1EBE5540>,13
28869172,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869172_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=621x800 at 0x7F7D1EBE5930>,14
28869175,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869175_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=617x800 at 0x7F7D1EBE5990>,15
26157111,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/26157111_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=742x1024 at 0x7F7D1EBE59F0>,13
28869163,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869163_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x611 at 0x7F7D1EBE5A50>,16
28869138,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869138_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=614x800 at 0x7F7D1EBE5B70>,15
28869108,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869108_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x618 at 0x7F7D1EBE5870>,16
28869105,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869105_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x530 at 0x7F7D1EBE5BA0>,17
28869115,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869115_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x616 at 0x7F7D1EBE5AB0>,18
28869083,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869083_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=617x800 at 0x7F7D1EBE5A80>,14
28869080,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869080_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x198 at 0x7F7D1EBE5BD0>,-1
33808687,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808687_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x95 at 0x7F7D1EBE57E0>,19
36589110,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/36589110_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x181 at 0x7F7D1EBE5D80>,-1
3763878,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/3763878_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x172 at 0x7F7D1EBE5EA0>,20
36589102,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/36589102_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x567 at 0x7F7D1EBE5FC0>,21
39123837,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/39123837_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x172 at 0x7F7D1EBE5E40>,20
39133046,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/39133046_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x184 at 0x7F7D1EBE5FF0>,-1
9038527,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/9038527_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=212x256 at 0x7F7D1EBE6470>,-1
28869075,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869075_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x530 at 0x7F7D1EBE69E0>,17
29905225,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/29905225_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x518 at 0x7F7D1EBE6980>,22
29905186,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/29905186_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x518 at 0x7F7D1EBE6920>,22
31085876,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/31085876_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x484 at 0x7F7D1EBE6B30>,3
31085787,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/31085787_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x509 at 0x7F7D1EBE6B00>,5
33808697,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808697_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x181 at 0x7F7D1EBE6AA0>,23
33808680,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808680_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x190 at 0x7F7D1EBE6C50>,24
33808688,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808688_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x91 at 0x7F7D1EBE6B90>,19
33808679,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808679_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x185 at 0x7F7D1EBE6AD0>,23
33808678,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808678_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x187 at 0x7F7D1EBE67D0>,25
33808673,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808673_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x96 at 0x7F7D1EBE6860>,19
33808672,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808672_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x92 at 0x7F7D1EBE6C20>,19
33808667,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808667_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x93 at 0x7F7D1EBE6D40>,19
33808659,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808659_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x188 at 0x7F7D1EBE6CE0>,26
33808655,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/33808655_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x188 at 0x7F7D1EBE6BF0>,24
36241419,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/36241419_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=900x625 at 0x7F7D1EBE6E90>,27
31873700,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_other/31873700_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1EBE70D0>,28
31873693,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_other/31873693_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1EBE7040>,28
27579334,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_other/27579334_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x82 at 0x7F7D1EBE6E60>,-1
31873672,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_other/31873672_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1EBE6FB0>,29
31873680,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_other/31873680_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1EBE7220>,28
12847845,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/12847845_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1EBE72B0>,-1
17198374,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/17198374_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x176 at 0x7F7D1EBE70A0>,-1
17198373,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/17198373_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x177 at 0x7F7D1EBE75B0>,-1
17198304,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/17198304_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x176 at 0x7F7D1EBE7610>,-1
19364605,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/19364605_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1EBE76A0>,-1
21595736,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/21595736_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x241 at 0x7F7D1EBE78E0>,-1
24709207,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/24709207_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1EBE7DF0>,30
24709201,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/24709201_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1D288100>,30
25575007,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/25575007_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x200 at 0x7F7D1D288340>,-1
35237147,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35237147_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1D2896C0>,-1
35253024,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35253024_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x188 at 0x7F7D1D289720>,-1
35257784,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35257784_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x185 at 0x7F7D1D289420>,-1
35259327,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35259327_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x144 at 0x7F7D1D288AF0>,-1
36921091,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36921091_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1D2893F0>,31
36921048,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36921048_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1D289780>,31
36921016,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36921016_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1D289750>,31
36921013,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36921013_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1D2896F0>,31
36921010,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36921010_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F7D1D2897E0>,31
36922813,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36922813_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=144x256 at 0x7F7D1D2897B0>,-1
36945273,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36945273_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=144x256 at 0x7F7D1D2898D0>,-1
37045669,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/37045669_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x188 at 0x7F7D1D289450>,-1
37045656,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/37045656_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x188 at 0x7F7D1D289810>,-1
39862904,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/39862904_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x324 at 0x7F7D1D289900>,32
40420485,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40420485_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x165 at 0x7F7D1D289600>,-1
40594244,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40594244_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1D2895A0>,-1
40633911,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633911_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1D289A50>,-1
40633899,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633899_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1D2899C0>,-1
40633859,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633859_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=256x192 at 0x7F7D1D289BA0>,-1
40633897,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633897_1.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=185x256 at 0x7F7D1D289990>,-1
